d,0,0.31008683647302115
d,10,0.31008683647302115
d,20,0.3194382824999699
d,30,0.3386427307392982
d,40,0.3386427307392982
d,50,0.3283988132345131
d,60,0.33464473563196134
d,70,0.33464473563196134
d,80,0.33464473563196134
d,90,0.31289067823381594
d,100,0.3243383462014005
d,110,0.3243383462014005
d,120,0.31772058831581507
d,130,0.31219902718626347
d,140,0.31219902718626347
d,150,0.3102957597226062
d,160,0.3102957597226062
d,170,0.3135341331837087
d,180,0.3116725418456507
d,190,0.3116725418456507
d,200,0.3135964309025083
d,210,0.3135964309025083
d,220,0.31076753842111415
d,230,0.31387622559489087
d,240,0.31387622559489087
d,250,0.3123356209696786
d,260,0.3159305594041668
d,270,0.3159305594041668
d,280,0.31463723574531277
d,290,0.3118527780418411
d,300,0.3118527780418411
d,310,0.3128408277714934
d,320,0.3128408277714934
d,330,0.30929344520842317
d,340,0.31095289882886623
d,350,0.31095289882886623
d,360,0.3128038878011212
d,370,0.3128038878011212
d,380,0.3094839959432659
d,390,0.31296980733115887
d,400,0.31296980733115887
d,410,0.31248826313120465
d,420,0.31382028304478476
d,430,0.31382028304478476
d,440,0.31231565645847625
d,450,0.31231565645847625
d,460,0.3117270557847879
d,470,0.3131257896650965
d,480,0.3131257896650965
d,490,0.3127836498244559
d,500,0.31286721481699814
d,510,0.31286721481699814
d,520,0.31284807192476793
d,530,0.3130479028701337
d,540,0.3130479028701337
d,550,0.3124750906699218
d,560,0.3124750906699218
d,570,0.31214409955542705
d,580,0.3126030394064955
d,590,0.3126030394064955
d,600,0.31293160459142727
d,610,0.3137904501910545
d,620,0.3137904501910545
d,630,0.3128408277714934
d,640,0.31360820351583096
d,650,0.31360820351583096
d,660,0.3135722244729146
d,670,0.3138903549253585
d,680,0.3138903549253585
d,690,0.3141459824555258
d,700,0.31486890957733016
d,710,0.31486890957733016
d,720,0.31513946518037717
d,730,0.31513946518037717
d,740,0.3144561997644595
d,750,0.31548974786028405
d,760,0.31548974786028405
d,770,0.3144736489948246
d,780,0.3144736489948246
d,790,0.31423380560935293
d,800,0.31531502506000625
d,810,0.31531502506000625
d,820,0.31403119088532055
d,830,0.31515632798131904
d,840,0.31515632798131904
d,850,0.31474090003093136
d,860,0.3154213183768602
d,870,0.3154213183768602
d,880,0.3156738096758479
d,890,0.3155741776351594
d,900,0.3155741776351594
d,910,0.3159461322076491
d,920,0.31551325457420254
d,930,0.31551325457420254
d,940,0.3152955191575456
d,950,0.3152955191575456
d,960,0.2648923567751354
d,970,0.2648923567751354
d,980,0.2315122520487084
d,990,0.2315122520487084
d,1000,0.2315122520487084
d,1010,0.2315122520487084
d,1020,0.2315122520487084
d,1030,0.2315122520487084
d,1040,0.2315122520487084
d,1050,0.2315122520487084
d,1060,0.2315122520487084
d,1070,0.2315122520487084
d,1080,0.2315122520487084
d,1090,0.2315122520487084
d,1100,0.2315122520487084
